EmployeeNumber,EmployeeName,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,HireDate,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition_Y_N
4023,"Charles Wright",34,No,"Travel Rarely",781,Sales,5,3,Marketing,1,2,Male,2022-04-18,64,3,5,"Sales Executive",3,Married,19999,21703,1,NULL,No,23,3,3,80,1,14,1,3,2,0,1,1,0
5501,"David Robinson",34,No,"Travel Rarely",512,"Human Resources",7,3,"Human Resources",1,3,Male,2012-03-29,85,4,4,"Human Resources",2,Married,13978,23578,1,NULL,No,23,4,2,80,0,14,2,2,12,1,6,10,0
6875,"Jacob Wilson",30,No,"Travel Frequently",1338,"Research and Development",27,4,Other,1,3,Male,2022-10-31,79,2,4,"Research Scientist",2,Divorced,9822,12914,3,NULL,No,22,4,1,80,0,10,2,3,2,2,0,2,0
8200,"Elizabeth Wilson",28,No,"Travel Rarely",366,Sales,3,4,Marketing,1,1,Female,2016-02-07,44,3,4,"Sales Executive",1,Married,9863,19237,1,NULL,No,19,3,4,80,1,10,3,4,8,7,4,4,0
953,"Betty Johnson",42,No,"Travel Rarely",635,"Human Resources",9,3,"Technical Degree",1,4,Female,2008-02-25,56,3,4,Manager,1,Married,12545,2773,5,NULL,No,23,3,2,80,3,22,0,2,16,4,5,9,0
8421,"Elizabeth Lewis",45,No,"Travel Rarely",762,"Research and Development",1,1,Medical,1,2,Female,2013-12-04,65,3,3,"Laboratory Technician",1,Married,10774,26866,0,NULL,Missing,24,3,1,80,0,25,2,4,11,4,6,10,0
737,"Anthony White",35,No,"Travel Rarely",493,"Research and Development",15,4,"Technical Degree",1,4,Male,2024-12-23,92,3,5,Manager,4,Divorced,unknown,9390,5,NULL,No,20,3,3,80,0,16,2,4,0,0,0,0,0
4195,"Rebecca Garcia",19,Yes,"Travel Rarely",1486,"Research and Development",2,5,Marketing,1,1,Female,2023-07-25,88,3,1,"Laboratory Technician",2,Married,2447,22779,4,NULL,Yes,19,3,3,80,2,1,6,2,1,1,1,1,1
4621,"Matthew Wilson",56,Yes,"Travel Frequently",293,"Research and Development",1,2,Medical,1,3,Male,2009-01-15,40,2,3,"Manufacturing Director",4,Married,7462,7337,2,NULL,Yes,20,3,1,80,0,38,6,4,15,3,5,2,1
1064,"Lisa Anderson",41,Yes,"Travel Rarely",831,"Research and Development",4,4,"Life Science",1,4,Female,2006-11-24,92,2,4,"Research Scientist",1,Married,17394,17374,4,NULL,Yes,15,3,4,80,0,20,4,3,18,6,0,10,1
7686,"David Torres",43,No,"Travel Rarely",691,"Research and Development",18,4,"Technical Degree",1,1,Male,2014-06-03,76,3,4,"Healthcare Representative",3,Married,11969,3723,2,NULL,No,24,3,1,80,0,23,3,2,10,8,6,7,0
3241,"Thomas Hernandez",27,No,"Travel Rarely",366,"Research and Development",7,4,Medical,1,4,Male,2021-02-17,70,4,3,"Manufacturing Director",4,Married,8619,11453,3,NULL,No,22,3,1,80,1,8,3,2,3,3,1,3,0
6355,"William Wright",37,Yes,"No Travel",554,"Research and Development",5,3,"Technical Degree",1,4,Male,2021-08-31,32,3,5,"Research Director",4,Divorced,Unknown,4715,5,NULL,Yes,19,3,2,80,1,19,1,3,3,2,3,3,1
7972,"Betty Wilson",47,No,"Travel Rarely",499,"Research and Development",-27,5,Medical,1,2,Female,2005-11-04,39,3,5,"Laboratory Technician",3,Divorced,19425,7716,2,NULL,Yes,14,3,2,80,1,26,3,3,19,2,4,10,0
7595,"Gary Gonzalez",41,Yes,"Travel Rarely",424,Sales,1,2,Marketing,1,4,Male,2019-07-17,93,2,4,"Sales Executive",2,Divorced,8579,5794,6,NULL,No,20,3,2,80,0,22,3,3,5,0,5,0,1
179,"Andrew Thomas",40,No,"Travel Rarely",1475,Sales,10,3,"Technical Degree",1,1,Male,2014-01-19,56,2,3,Manager,4,Married,6839,17247,4,NULL,No,21,3,4,80,2,19,6,4,10,4,6,0,0
1766,"Kimberly Martin",32,Yes,"Travel Rarely",319,"Research and Development",1,4,Medical,1,3,Female,2020-08-08,53,4,4,Manager,4,Married,11569,4835,3,NULL,Yes,16,3,2,80,0,14,6,1,4,2,4,2,1
4274,"David Lewis",36,No,"Travel Rarely",1168,Sales,6,1,"Technical Degree",1,3,Male,2020-04-01,30,3,4,"Sales Executive",4,Married,13263,3714,5,NULL,No,18,4,4,80,0,15,5,3,4,1,1,3,0
1609,"Melissa Garcia",20,No,"Travel Frequently",207,Sales,1,2,Other,1,1,Female,2024-03-27,62,4,1,"Sales Representative",2,Single,2320,26794,2,NULL,No,15,3,4,80,0,0,2,3,0,0,0,0,0
6637,"Nancy Moore",37,No,"Travel Rarely",729,"Research and Development",1,5,"Technical Degree",1,4,Female,2013-03-24,40,3,4,"Laboratory Technician",3,Married,8959,11964,5,NULL,Yes,19,3,4,80,2,18,2,3,11,4,10,0,0
3958,"Andrew Davis",43,No,"Travel Rarely",730,"Research and Development",6,2,"Life Science",1,1,Male,2002-05-25,43,4,3,"Laboratory Technician",2,Divorced,11314,20199,8,NULL,No,21,3,1,80,1,23,0,4,22,20,12,5,0
5577,"Elizabeth Thomas",31,No,"Travel Rarely",1298,"Research and Development",17,2,Medical,1,3,Missing,2019-02-15,37,2,3,"Laboratory Technician",4,Married,6078,12813,4,NULL,No,15,4,4,80,1,12,3,4,5,4,5,3,0
4550,"Jason Taylor",37,No,"Travel Rarely",588,Sales,18,3,Marketing,1,4,Male,2011-03-14,79,4,5,"Sales Representative",1,Single,17112,17964,2,NULL,No,14,3,1,80,1,18,2,3,13,8,11,8,0
925,"Mary Ramirez",39,No,"Travel Rarely",1060,Sales,2,3,"Human Resources",1,4,Female,2024-09-01,41,3,4,"Sales Executive",3,Single,10295,23162,3,NULL,No,12,3,2,80,1,18,2,3,0,0,0,0,0
2962,"Steven Hernandez",45,No,"Travel Rarely",796,"Research and Development",15,4,Medical,1,1,Male,2004-10-01,81,3,3,"Laboratory Technician",4,Married,6985,4265,4,NULL,No,24,3,4,80,1,24,4,3,20,12,7,15,0
731,"Michael Harris",18,Yes,"Travel Rarely",307,"Research and Development",2,3,Medical,1,3,Male,2024-05-22,76,2,1,"Research Scientist",3,Married,2682,18088,4,NULL,Yes,12,3,3,80,0,0,6,3,0,0,0,0,1
1755,"Barbara Jackson",32,Yes,NULL,539,Sales,8,4,"Technical Degree",1,1,Female,NULL,71,3,2,"Sales Executive",1,Married,5903,12063,3,NULL,Yes,23,3,4,80,0,10,4,2,0,0,0,0,1
3160,"Emily Davis",23,Yes,"Travel Rarely",1114,Sales,4,3,"Human Resources",1,4,Female,2023-02-19,51,3,1,"Sales Executive",1,Married,2597,11726,3,NULL,Yes,24,3,3,80,1,2,5,2,1,1,0,0,1
7539,"Michael Wilson",22,Yes,"Travel Frequently",492,"Research and Development",8,2,"Life Science",1,4,Male,2021-11-27,89,2,2,"Research Director",2,Single,5060,18294,3,NULL,Yes,24,3,4,80,1,4,2,2,3,2,1,0,1
1344,"Barbara Anderson",36,No,"Travel Rarely",461,Sales,7,2,Other,1,4,Female,2023-10-07,66,3,4,"Sales Executive",2,Single,12456,25140,2,NULL,Yes,24,3,1,80,0,14,3,1,1,0,1,1,0
4705,"Brian Lee",46,No,"Travel Rarely",1455,"Research and Development",16,4,"Life Science",1,3,Male,2005-02-13,47,3,4,"Research Scientist",3,Single,14860,14667,1,NULL,No,23,3,4,80,1,28,3,3,19,8,15,11,0
9614,"Brian Hernandez",30,No,"Travel Frequently",245,Sales,1,3,Marketing,1,3,Male,2021-12-09,78,2,4,"Sales Executive",1,Married,16483,6667,1,NULL,Yes,21,3,2,80,3,8,2,3,3,2,2,1,0
1361,"Thomas Clark",50,No,"Travel Rarely",662,Sales,12,1,Medical,1,4,Male,2009-09-23,89,1,5,"Sales Executive",3,Single,19999,26287,4,NULL,No,23,3,3,80,2,28,2,2,15,4,8,12,0
3895,"Ronald Perez",29,No,"Travel Rarely",639,"Human Resources",5,1,"Technical Degree",1,2,Male,2020-07-25,45,3,3,Manager,2,Married,7191,4921,1,NULL,No,11,3,4,80,0,10,1,3,4,0,1,3,0
5815,"Daniel Wilson",18,Yes,"No Travel",305,Sales,2,3,Marketing,1,1,Male,2024-11-06,46,4,1,"Sales Representative",1,Married,2364,2115,0,NULL,No,14,3,3,80,2,0,4,3,0,0,0,0,1
2002,"Dorothy Jones",49,Yes,"No Travel",1366,"Research and Development",1,2,Medical,1,3,Female,2007-03-17,45,1,3,"Laboratory Technician",3,Divorced,7959,21418,2,NULL,No,20,3,4,80,2,30,4,3,17,2,5,4,1
604,"Stephanie Martin",37,No,"No Travel",121,"Research and Development",29,3,Medical,1,2,Female,2020-04-06,87,3,5,"Laboratory Technician",1,Single,14338,8505,2,NULL,No,20,4,4,80,0,16,2,2,4,3,3,1,0
6591,"Melissa Jackson",25,No,"No Travel",182,Sales,3,3,Medical,1,4,Female,2017-12-10,33,3,2,"Sales Executive",3,Single,4766,14189,3,NULL,No,17,3,2,80,0,7,5,3,7,4,2,2,0
6334,"Laura Lopez",36,No,"Travel Rarely",442,Sales,14,3,Medical,1,4,Female,2018-03-03,31,1,3,"Sales Representative",3,Married,6420,19806,0,NULL,No,17,3,2,80,0,16,0,3,6,5,6,4,0
2414,"Kimberly Hernandez",34,No,"Travel Rarely",770,"Research and Development",1,3,Medical,1,2,Female,2017-02-20,85,3,5,"Laboratory Technician",4,Married,19434,7908,0,NULL,No,18,4,3,80,1,13,4,3,7,3,4,4,0
3312,"Kimberly Lewis",42,No,"Travel Rarely",1304,"Research and Development",13,4,Medical,1,4,Female,2005-11-29,94,3,3,"Research Scientist",4,Married,6507,20501,4,NULL,No,12,3,3,80,0,22,6,3,19,17,17,0,0
5623,"Susan Davis",36,Yes,"Travel Rarely",210,"Research and Development",2,5,"Life Science",1,2,Female,2015-03-23,30,3,4,"Laboratory Technician",2,Single,10643,5830,1,NULL,No,11,3,4,80,2,17,6,4,9,2,3,4,1
4554,"Sharon Martinez",45,No,"Travel Rarely",723,Sales,5,4,Marketing,1,1,Female,2002-09-12,53,1,3,"Sales Representative",2,Married,5597,5595,3,NULL,Yes,21,4,4,80,2,24,2,3,22,1,3,10,0
987,"Ronald Martin",32,No,"Travel Rarely",601,"Research and Development",5,3,Marketing,1,3,Male,2020-01-28,94,2,4,"Research Director",3,Single,15541,11462,2,NULL,No,19,3,4,80,2,11,2,3,4,0,1,4,0
3732,"Brian White",40,No,"Travel Frequently",1093,"Research and Development",20,5,Medical,1,4,Male,2011-06-08,60,4,5,"Laboratory Technician",1,Married,19999,24646,0,NULL,No,18,3,2,80,0,20,2,3,13,3,6,7,0
4597,"Thomas Sanchez",44,No,"Travel Rarely",920,"Research and Development",5,4,"Human Resources",1,3,Male,2006-02-24,93,3,3,"Research Scientist",3,Single,6793,26340,6,NULL,No,17,3,3,80,0,26,2,2,18,6,15,0,0
7334,"David Johnson",18,Yes,"Travel Rarely",1008,Sales,1,4,Marketing,1,4,Male,2024-02-14,69,3,1,"Sales Representative",1,Single,2362,26004,1,NULL,No,20,3,1,80,3,0,5,3,0,0,0,0,1
2456,"Kevin Nguyen",36,No,"Travel Rarely",237,"Research and Development",6,4,Medical,1,1,Male,2024-02-09,85,3,5,"Research Scientist",4,Married,15211,21710,1,NULL,No,18,3,4,80,1,17,2,3,0,0,0,0,0
9678,"Sandra Torres",34,No,"Travel Rarely",990,"Research and Development",13,4,"Life Science",1,4,Female,2015-12-31,52,4,3,"Research Scientist",4,Single,9748,4617,3,NULL,No,14,4,4,80,1,13,3,3,9,7,0,0,0
7734,"Timothy Garcia",32,No,"Travel Rarely",120,"Research and Development",19,3,"Technical Degree",1,1,Male,2017-03-16,98,3,2,"Laboratory Technician",2,Single,5699,25044,9,NULL,No,19,3,3,80,1,10,1,3,7,4,6,4,0
4139,"Susan Gonzalez",37,No,"Travel Frequently",686,"Research and Development",3,2,"Life Science",1,3,Female,2023-05-26,98,2,4,"Healthcare Representative",2,Single,10876,24412,4,NULL,No,15,3,4,80,1,19,4,3,1,0,1,1,0
5321,"Amanda Lewis",22,No,"Travel Frequently",961,Sales,1,4,Marketing,1,4,Female,2022-01-05,76,4,1,"Sales Representative",2,Married,2310,4388,1,NULL,No,21,3,1,80,1,2,3,3,2,0,0,1,0
9462,"Kenneth Robinson",42,No,"Travel Rarely",539,"Research and Development",20,3,"Life Science",1,1,Male,2002-06-13,84,2,3,"Research Scientist",2,Married,6385,24090,4,NULL,No,17,3,1,80,1,22,0,3,22,18,10,17,0
2772,"Mary Allen",30,No,"Travel Rarely",613,"Research and Development",13,5,Medical,1,1,Female,2024-07-05,91,2,4,"Healthcare Representative",3,Single,12857,9763,4,NULL,Yes,18,3,1,80,0,9,2,3,0,0,0,0,0
9464,"Sharon Wilson",23,No,"No Travel",1226,"Research and Development",4,5,Medical,1,4,Female,2024-04-11,31,2,2,"Research Scientist",1,Single,5547,9624,4,NULL,No,16,3,3,80,0,2,6,3,0,0,0,0,0
4853,"Kenneth Miller",36,No,"Travel Rarely",1232,"Research and Development",11,3,"Life Science",1,3,Male,2008-05-18,33,3,4,"Manufacturing Director",4,Single,10621,15141,3,NULL,Yes,17,3,3,80,1,17,2,2,16,11,4,13,0
8608,"Laura Williams",40,Yes,"Travel Rarely",312,Sales,29,3,Medical,1,2,Female,2012-02-20,37,1,5,"Sales Representative",1,Single,19004,23019,2,NULL,Yes,18,3,2,80,1,21,6,3,12,11,12,8,1
6989,"Nancy Harris",52,No,"Travel Rarely",187,"Research and Development",16,2,"Life Science",1,4,Female,2024-04-09,58,1,4,"Research Scientist",4,Divorced,11278,20064,3,NULL,No,20,3,4,80,2,34,1,3,0,0,0,0,0
6776,"Ronald Wilson",34,Yes,"No Travel",1283,"Research and Development",1,3,"Life Science",1,2,Male,2015-07-11,63,2,5,"Manufacturing Director",4,Married,19999,26315,2,NULL,Yes,14,3,3,80,1,14,1,2,9,3,1,8,1
1851,"John Rodriguez",36,No,"Travel Rarely",775,"Research and Development",9,3,Marketing,1,4,Male,2021-09-16,68,2,5,"Research Scientist",1,Married,15045,24637,4,NULL,No,14,3,3,80,1,14,2,4,3,3,3,2,0
9440,"William Jones",37,No,"Travel Rarely",1364,Sales,29,2,Marketing,1,1,Male,2016-09-12,52,4,3,"Sales Representative",1,Divorced,6890,21616,3,NULL,No,18,3,2,80,2,18,0,4,8,2,8,2,0
3306,"John Taylor",44,Yes,"Travel Rarely",1375,Sales,3,2,"Life Science",1,1,Male,2011-11-28,42,4,3,"Sales Representative",4,Single,8807,12510,4,NULL,No,15,3,3,80,1,26,2,2,13,5,1,8,1
1845,"Daniel Smith",26,No,"Travel Rarely",364,Sales,6,3,Marketing,1,3,Male,2021-11-16,40,3,4,"Sales Executive",3,Married,13513,23264,3,NULL,Yes,16,4,3,80,0,7,2,2,3,2,2,2,0
7645,"Jeffrey Lewis",44,No,"Travel Frequently",1174,"Human Resources",7,2,"Human Resources",1,3,Male,2013-09-03,84,4,4,"Human Resources",3,Divorced,15827,9288,2,NULL,No,15,4,2,80,1,25,4,3,11,3,8,9,0
3840,"Kimberly Jackson",54,No,"Travel Rarely",1447,"Research and Development",5,4,Medical,1,3,Female,1997-03-26,38,2,5,"Research Scientist",4,Single,15731,26017,1,NULL,Yes,14,3,1,80,0,32,0,3,27,8,15,19,0
634,"Ronald Taylor",36,No,"Travel Rarely",NULL,"Research and Development",11,3,"Life Science",1,4,Male,2015-02-04,37,2,3,"Research Scientist",1,Married,7367,21484,1,NULL,No,14,3,1,80,1,14,2,2,9,8,1,5,0
84,"Barbara Taylor",18,No,"No Travel",1074,"Research and Development",24,5,"Life Science",1,3,Female,2024-08-14,74,3,1,"Manufacturing Director",1,Divorced,3288,7432,1,NULL,No,21,3,3,80,2,0,1,1,0,0,0,0,0
6586,"Donna Thomas",41,No,"Travel Rarely",258,"Research and Development",13,3,"Life Science",1,4,Female,2024-04-07,42,1,5,"Laboratory Technician",4,Married,18575,5944,2,NULL,Yes,24,3,1,80,1,20,5,2,0,0,0,0,0
79,"Jennifer Lopez",34,No,"Travel Frequently",132,"Research and Development",6,3,Medical,1,2,Female,2020-03-06,98,4,5,Manager,4,Single,19757,19261,2,NULL,Yes,18,3,2,80,0,14,4,3,4,1,2,1,0
889,"Emily Hernandez",38,No,"Travel Rarely",1471,Sales,4,5,Medical,1,3,"Unmapped Value",2015-07-07,36,3,4,"Sales Representative",4,Single,13174,15309,2,NULL,No,12,3,4,80,1,20,3,3,9,9,3,9,0
4432,"Richard Young",48,No,"Travel Rarely",329,"Research and Development",18,2,Medical,1,2,Male,2019-01-21,81,2,5,"Laboratory Technician",3,Married,14080,26579,1,NULL,No,19,3,3,80,1,27,2,2,5,1,2,2,0
5810,"Margaret Ramirez",39,Yes,"Travel Rarely",153,"Research and Development",4,3,Medical,1,3,Female,2023-01-30,88,2,5,"Laboratory Technician",4,Married,12070,16754,4,NULL,Yes,24,3,3,80,0,20,0,3,1,1,1,1,1
3373,"Lisa Sanchez",48,No,"Travel Rarely",NULL,"Research and Development",11,2,Missing,1,3,Female,2009-11-08,56,4,3,"Laboratory Technician",1,Married,8529,2868,1,NULL,No,18,3,3,80,0,26,3,2,15,14,13,13,0
4849,"Thomas Moore",35,No,"Travel Rarely",821,"Research and Development",11,4,Medical,1,3,Male,2010-12-21,47,3,3,Manager,3,Married,9394,20006,2,NULL,Yes,18,3,3,80,0,16,2,3,14,8,7,12,0
4505,"Timothy Thomas",43,No,"No Travel",503,"Research and Development",5,3,"Technical Degree",1,4,Male,2021-09-26,42,3,4,"Laboratory Technician",4,Single,16347,5160,1,NULL,Yes,15,4,3,80,2,23,3,3,3,1,0,3,0
4202,"Michael Anderson",32,Yes,"Travel Rarely",1345,"Research and Development",4,4,Marketing,1,3,Male,2018-06-03,75,4,5,"Healthcare Representative",4,Married,16799,18685,4,NULL,Yes,24,3,4,80,1,12,2,3,6,5,3,3,1
3914,"Jeffrey Williams",56,No,"Travel Frequently",1310,"Research and Development",7,4,"Life Science",1,2,Male,2003-12-25,93,3,4,"Laboratory Technician",1,Married,14824,21268,0,NULL,No,23,3,4,80,0,38,0,2,21,14,7,20,0
2907,"Susan Davis",45,No,"Travel Frequently",365,"Human Resources",14,3,"Technical Degree",1,3,Female,2007-06-05,63,3,3,"Human Resources",4,Married,9137,21114,2,NULL,No,18,3,1,80,1,23,2,3,17,6,3,17,0
3322,"Carol Jones",32,No,"Travel Rarely",541,Sales,3,4,Medical,1,3,Female,2018-07-25,46,3,3,"Sales Executive",4,Single,10052,8176,0,NULL,No,17,3,4,80,0,10,4,4,6,4,3,6,0
7041,"Paul Wright",38,No,"Travel Rarely",854,Sales,1,5,"Technical Degree",1,2,Male,2016-09-09,35,3,3,"Sales Executive",2,Single,6294,13304,2,NULL,Yes,16,3,4,80,0,16,2,4,8,6,0,6,0
8848,"Joseph White",30,Yes,"No Travel",464,Sales,13,4,"Life Science",1,4,Male,2022-08-09,45,4,2,"Sales Executive",3,Divorced,4475,7670,2,NULL,No,20,3,4,80,1,9,3,3,2,0,0,2,1
3923,"Melissa Wilson",33,No,"Travel Rarely",1156,"Human Resources",8,4,Medical,1,1,Female,2020-11-08,64,3,2,"Human Resources",3,Married,4697,10833,3,NULL,No,19,3,4,80,0,11,1,3,4,2,3,0,0
7948,"Dorothy Thompson",39,No,"Travel Rarely",302,"Human Resources",6,2,"Life Science",1,3,Female,2016-03-20,74,3,4,"Human Resources",4,Married,14561,15078,4,NULL,No,19,3,1,80,1,20,1,2,8,1,6,6,0
5696,"Gary Thomas",20,Yes,"No Travel",565,Sales,7,4,Marketing,1,4,Male,2022-08-19,66,4,1,"Sales Representative",1,Married,2954,24186,1,NULL,No,17,3,2,80,2,2,3,1,2,0,2,1,1
3428,"Patricia Robinson",41,No,"Travel Rarely",960,Sales,2,4,Marketing,1,4,Female,2013-08-24,70,4,4,Manager,3,Married,12433,15045,1,NULL,No,11,3,3,80,3,20,2,3,11,4,0,3,0
7979,"Joseph Jones",47,No,"Travel Rarely",902,Sales,12,5,"Technical Degree",1,4,Male,2021-07-13,76,4,4,"Sales Representative",4,Single,17782,8385,2,NULL,Yes,18,3,4,80,1,26,3,3,3,2,0,1,0
8217,"Brian Gonzalez",46,No,"No Travel",912,"Research and Development",12,4,"Life Science",1,2,Male,2023-03-01,93,3,4,"Laboratory Technician",4,Divorced,17234,10381,1,NULL,No,23,3,1,80,1,28,2,3,1,1,0,0,0
1670,"Ryan Lopez",42,No,"Travel Rarely",529,"Human Resources",9,1,"Human Resources",1,4,Male,2002-07-21,77,3,4,"Human Resources",2,Married,13794,5832,7,NULL,No,18,3,3,80,1,24,4,3,22,16,8,2,0
8568,"Jessica Anderson",46,Yes,"Travel Frequently",1056,"Human Resources",2,3,"Human Resources",1,2,Female,2021-07-13,82,4,3,"Human Resources",4,Married,6514,21341,7,NULL,No,24,4,3,80,0,25,2,1,3,1,0,3,1
6164,"Charles Ramirez",38,Yes,"Travel Rarely",858,"Human Resources",3,4,Medical,1,1,Male,2020-02-22,92,3,4,"Human Resources",1,Divorced,16620,9900,1,NULL,Yes,21,3,4,80,1,20,5,3,4,0,4,1,1
3143,"Rebecca Lewis",29,Yes,"Travel Rarely",188,Sales,5,1,"Human Resources",1,2,"Unmapped Value",2021-03-23,49,2,2,"Sales Executive",3,Married,5427,2405,7,NULL,Yes,15,3,3,80,2,9,5,2,3,3,1,3,1
9267,"Ashley Torres",32,No,"Travel Rarely",354,Sales,12,4,Medical,1,3,Female,2024-08-01,51,3,3,Manager,1,Married,8582,22788,1,NULL,No,20,3,3,80,1,12,2,3,0,0,0,0,0
6489,"Susan Williams",45,Yes,"Travel Frequently",1484,Sales,8,3,"Life Science",1,3,Female,2019-09-15,39,3,5,"Sales Executive",1,Married,14102,15395,3,NULL,Yes,11,4,2,80,0,26,3,1,5,5,1,1,1
3758,"Lisa Nguyen",42,No,"Travel Rarely",204,"Research and Development",29,1,Medical,1,3,Female,2021-03-09,60,4,3,"Laboratory Technician",2,Single,9793,10128,3,NULL,No,15,3,2,80,1,24,2,4,3,0,1,0,0
463,"Timothy Lewis",35,No,"No Travel",1085,NULL,3,2,"Human Resources",1,3,Male,2012-12-05,66,4,4,"Human Resources",4,Single,18283,4033,5,NULL,Yes,12,3,2,80,0,16,6,1,12,9,0,0,0
5584,"William Martinez",48,Yes,"Travel Frequently",463,Sales,2,3,"Life Science",1,3,Male,2003-04-06,49,3,3,"Sales Representative",1,Married,7662,11199,3,NULL,Yes,22,3,2,80,0,28,0,3,21,17,4,3,1
4127,"Stephanie White",46,No,"Travel Frequently",229,"Research and Development",1,3,Other,1,4,Female,2012-09-26,75,2,4,"Laboratory Technician",3,Married,10767,17382,2,NULL,No,18,3,1,80,2,28,6,3,12,6,9,4,0
215,"Joshua Walker",NULL,No,"Travel Rarely",226,Sales,2,2,Marketing,1,3,Male,2021-01-02,80,2,3,Manager,2,Single,7545,6331,7,NULL,No,15,3,1,80,0,8,2,4,3,1,2,0,0
1631,"Mary Martin",29,Yes,"Travel Rarely",1097,"Human Resources",3,2,"Human Resources",1,3,Female,2022-03-29,30,1,3,"Human Resources",3,Single,5467,2332,4,NULL,Yes,11,3,3,80,0,10,1,3,2,0,0,0,1
6763,"Sharon Hill",20,Yes,"Travel Frequently",305,"Research and Development",1,4,"Life Science",1,3,Female,2024-01-13,92,3,1,"Manufacturing Director",4,Single,2120,10987,1,NULL,No,11,3,3,80,1,0,5,3,0,0,0,0,1
6545,"Daniel Hill",20,No,"Travel Frequently",1141,"Research and Development",8,2,"Technical Degree",1,2,Male,2022-02-13,88,3,1,"Laboratory Technician",1,Married,3012,6952,2,NULL,No,20,3,3,80,0,2,1,2,2,1,2,0,0
1139,"Robert Jackson",44,No,"Travel Rarely",994,"Research and Development",29,3,Medical,1,4,Male,2010-12-11,46,2,3,"Laboratory Technician",4,Single,9815,15202,1,NULL,No,21,3,4,80,0,22,1,3,14,12,10,8,0
9313,"Brian Wright",38,No,"Travel Rarely",576,Sales,29,4,"Life Science",1,3,Male,2022-06-30,64,3,3,"Sales Executive",3,Married,7281,20787,4,NULL,Yes,24,3,2,80,2,18,2,3,2,1,2,2,0
4217,"Carol Ramirez",20,Yes,"Travel Rarely",1411,"Research and Development",11,5,"Technical Degree",1,4,Female,2024-02-02,54,4,1,"Manufacturing Director",3,Divorced,3090,13581,1,NULL,Yes,21,3,2,80,1,0,5,3,0,0,0,0,1
8598,"Timothy Moore",45,No,"Travel Frequently",769,"Research and Development",7,4,"Life Science",1,4,Male,2008-05-19,45,4,5,"Manufacturing Director",2,Single,13760,25219,2,NULL,Missing,15,3,2,80,1,27,2,4,16,11,11,0,0
3916,"Ashley Lee",37,Yes,"Travel Rarely",1186,"Research and Development",NULL,4,Medical,1,2,Female,2015-11-25,58,4,4,"Laboratory Technician",2,Single,12287,23618,4,NULL,Yes,19,3,2,80,1,15,3,4,9,5,0,1,1
2171,"Charles Garcia",46,No,"Travel Rarely",1012,"Research and Development",7,3,Medical,1,4,Male,2018-04-11,81,3,5,Manager,4,Married,19979,11834,0,NULL,No,15,3,3,80,1,27,2,3,6,3,4,2,0
62,"James Robinson",48,No,"Travel Rarely",1220,"Research and Development",1,4,"Human Resources",1,3,Male,2006-01-09,33,4,4,"Laboratory Technician",4,Single,19999,10063,2,NULL,No,16,3,2,80,1,27,2,3,18,11,16,12,0
8365,"Anthony Brown",33,No,"Travel Rarely",1161,NULL,2,4,Medical,1,3,Male,2024-08-12,89,1,4,"Laboratory Technician",4,Divorced,12453,24044,3,NULL,No,16,3,4,80,0,13,5,3,0,0,0,0,0
1601,"Anthony Scott",30,No,"Travel Rarely",1283,"Research and Development",4,3,"Life Science",1,2,Male,2016-05-19,37,3,4,"Laboratory Technician",3,Single,15837,20451,1,NULL,No,19,3,3,80,0,12,2,3,8,2,6,4,0
553,"William Sanchez",28,Yes,"Travel Frequently",1370,Sales,1,4,"Technical Degree",1,4,Male,2014-04-20,58,3,2,"Sales Executive",3,Married,4273,21307,2,NULL,No,16,3,1,80,0,10,3,2,10,4,6,0,1
9505,"Sharon White",33,No,"No Travel",1047,"Research and Development",2,3,Missing,1,3,"Unmapped Value",2022-04-05,90,2,3,"Laboratory Technician",2,Married,10221,15296,1,NULL,Yes,19,3,4,80,0,15,4,3,2,2,0,2,0
800,"Sarah Martin",28,No,"Travel Frequently",1028,"Research and Development",5,3,Medical,1,4,Female,2022-06-20,53,4,3,"Laboratory Technician",2,Married,9490,23927,1,NULL,No,12,3,2,80,1,10,2,4,2,1,2,2,0
310,"Donna Thomas",23,No,"Travel Rarely",528,"Research and Development",2,3,"Life Science",1,3,Female,2023-05-12,37,2,1,"Research Scientist",2,Married,2695,12818,3,NULL,No,18,4,3,80,0,3,2,3,1,1,1,0,0
8997,"Andrew Thomas",34,No,"Travel Rarely",1252,"Research and Development",3,2,"Life Science",1,4,Male,2021-08-14,68,2,4,"Research Scientist",4,Single,14698,17766,4,NULL,No,17,3,2,80,1,16,5,4,3,0,2,2,0
5105,"Patricia Anderson",40,No,"No Travel",126,"Research and Development",1,3,"Human Resources",1,3,Female,2021-11-27,97,3,5,"Research Scientist",2,Married,12034,22801,2,NULL,No,17,3,4,80,0,20,2,3,3,2,0,1,0
